GUID;HEIGHT (mm)
3yYFQMAZj7GRVXDHZN0fnX;960.0
2IQEZm5YPDFhEY24J8nOo_;995.0
3B_UcgZlPFGxr8wQUJiAau;854.0
2EVPzXZFnFGgTy$wAFF3kU;983.0
0Xt5Wp5JjD2wnhGo$O9b0z;995.0
0Prqz2tk5AhBmuz0t7EJmh;1165.0
1lQvmQyoj7J8REaS9lkKTZ;842.0
1IhOR$29n4xRyWAomP0Rs2;842.0
0c_4KnkfP6NBCRkRfm8kCP;842.0
2A33W3hq13SuZ3AsmfQT7Z;995.0
1dV9VynQj50fHr6kMrnvUk;1165.0
1mD66sD7f9UQFMK_uEqVe1;830.0
0DbTdaBXf0a9J3XIVCH4Ci;960.0
044JoLDYv70wEaA88_DaPG;995.0
1ANdqoQ_HEXOLCXdKbcBNN;995.0
1jGvGbFan7lAd20Iginod1;967.0
2EYAo2AAL3EBVvPS04arbM;875.0
2jWWQcWwLDoBeEgBQcV6Jd;995.0
0sgh6DBhT1Fgg7WJiL2_P6;875.0
3odxOd_qvE8w0sheST3Ab8;816.0
32lC31tlf7PBQR0nV30wIn;994.0
1ZgmIg56j22fOUbqqKgRpa;994.0
1oZCmYSRP6xQylBunWW1bQ;994.0
3$klVJfxj4f8i$K$xcaJUM;994.0
0BMI13zsL1HhFotq1ElHdw;958.0
3$ArZmZXPEMg7gzOBc2ltR;994.0
1Sl2HXDon1ARbcNQy6gQjB;1052.0
2_rhCR7rv0LBF8PTfrIXfI;928.0
2ti$WIskbA5OVK42OHuWBO;853.0
0aQN1W$1X9JPC8PPgInX6d;853.0
3vY2V12u1F19vYT6JIMcfm;995.0
3XSarr8TT31xBc2uw0S_zv;842.0
2f1vzbBA13_PIIavgqoxAk;853.0
33MoF8KhDCvBdKmkY9_2aA;1052.0
1Qm3BKm5n6tggMx$ar4mjP;995.0
2IpIWnIZn6uhRkrNzyOJ0r;842.0
2jn$ulHgLClQFSupB6wNsi;995.0
1GnHveQp16of4NRsC_36yZ;842.0
1n2EtkyWr4ZfrRuoQ4ugHT;995.0
37PWoXd5D46wU7BI_JEAg3;995.0
3BTCvVfjb2vBCBOeY8Bxkf;987.0
3aZv9paVL6nuWliUXDgGtz;995.0
2xbAaQhMb8ZhoKR4JFbPYI;995.0
3vGExYrZH0kRw2$gmfBtAf;995.0
0lKtXMbxr59wvd11nVj3X3;1037.0
1yfqSlhqD3Xwuwra1CO7m1;966.0
3LoozegMLBoPgYBB$Jf$$g;995.0
0WuF1bXc53GP33PLlWjFHQ;995.0
1LfSwV20z2xBprhpOWz91E;995.0
1l1n$9TyfB4e23NPP3eX7E;995.0
0Wtf_NRaH5KOjzRrsnNl2M;815.0
0nFIdXK4HBLf258YlwVJhF;815.0
36CFvzxdj99P52S_jkMhyW;947.0
3zjrqnVR52ZQsVuAY1Ov_u;947.0
1ctJ1895r8R9bpyPuTMRp2;947.0
1OUal2HPj8PxwVV4f9glu7;947.0
0DwOZNc9P5492ggl5JJx$S;837.0
0BhfKS_WL1e80Pu0bWTaQ7;837.0
0sTqlWfgb4RvkhnHo0DI_m;1071.0
24ANm5TAr2IBgDbfoPG7iD;898.0
103QkvCXb5PP32cj18Wh8t;983.0
33L_9PiBbCYR0JIcIN$4vr;995.0
0Qe51QnpDBmhpGdhSxEixL;975.0
2LeTvZzWj1EOUmPzXHOUu5;995.0
3hoPjUz0H6Xh7Y3KuASwSh;960.0
3o84O5qXv0R8CcZASFYoAZ;995.0
0p$G12dGbFegdlpP7gOv2y;830.0
3gY6$N_rbCPexRJrY_ONF_;830.0
2CF3rh_snE1vrMPPALTtk3;830.0
2MGqlfMyn3zOvSpfjvKjMJ;830.0
11Naa5$rj37gJJmyXV2uqa;857.0
06F9NK$192BukLc1YXaCX2;995.0
0SNivmvgD7dOHVWrHYfsv1;995.0
0zfCl0LQfBBQBFxNCyOY1L;921.0
3BwsuUYvf7l9aS077Ljj6r;995.0
21zvsYU8DA7PtF8HOS5YnB;947.0
0Z7bay7Hv8uP2k2ScMhlOh;995.0
2t5xLkTzr6MxJ6X09Jb_Z7;995.0
1hEYdJcOnCx8JboNly8GGL;990.0
1kj4NANp1CgfqgdXoTEnJx;995.0
1o$ZbMD7z30uXz6JOuMqOZ;995.0
2u9ElpwCv73A9swuupJFVY;995.0
1GPhfLeVHAk9TeLJKfmKzP;995.0
39ZaNxRgbAkO_R4nMHZqXx;857.0
2Z6Mf3U65DpxSKLBBvXg6y;962.0
1ZlF9ZFlr8xBHoazl7nTm7;962.0
0AKCBB4BbC993BZHbM7HZk;955.0
27VE1KKtP7NuJj4HIpKYgX;837.0
3WerePeRz4iAM$dSvEGqoZ;837.0
1bIpAoSRn2yQNYFJrRcpmt;995.0
1WQxPlBVXAT9JTCs_osuIT;995.0
3ezDqHpd5FBgB_h6Q5rbLk;837.0
0lVUoqHUbDvvd8YXREIPEx;995.0
0OHa2wdOD8ie0N5uEyXXja;995.0
0eSRKvauXAjhb_$Whb7xGe;995.0
3Qa8w8T5z5t9mFMB97BDFt;995.0
1KwizlkgjAhP2y3Quc2FoL;995.0
33dkD$v4nCsP4bK2UbMoqe;995.0
2V$zRk0cX2JvldVDGfw$ak;995.0
3EDefpXV51Zxquz69fUYuX;995.0
2rNeBkCmv0mg1saj0wmTNj;995.0
0ZuabKh4b7D8lRtAlW2q1x;995.0
1t$abb5OnB9Ahz9bchruat;995.0
1ovXVnGyX9Ywpfb9hL6zDj;995.0
3jJFcrJhD04QOlUfR2CFZV;995.0
2gCkJCYcXC9P5DcXfsaJZI;995.0
2o5Nw5ZHv98Ot1gYeAtGfw;995.0
1jfbnbT$9FkfZEJe7r2eso;895.0
3bCeUfPa59cfhwGndxaTkc;995.0
38Yir7mU51CQ_65i1tIXdo;995.0
3FoNe8fhv8ZRmLD87VP8oo;995.0
2xlu6tYEv6aB3Hk5XdD4Rw;880.0
2Ada2CFNj6vBIhbAzchp4l;995.0
0Lg6lA72b8Pg3XCZe8q984;995.0
12uyKJRmHERf7FQL3cvrRF;995.0
3biVmvOHr6XQq8fFR2euSv;995.0
0Y5QN01yrA5Ag57PQf0AUB;983.0
3vJ_HuTz9DFf6EA$1wrXKK;995.0
2iuU3cA653eeLIq1wu$uU5;842.0
0NnPx1rDnB7vX7XWPpHxDh;995.0
04ipxWBZv7XA4YsnDXhtUd;995.0
0nIPLQR0b0CAj$BDKCSH8U;920.0
0K1ZDuBs1Aq9SEKe_fsb1D;982.0
2iIj7w8K9B1vmFACeMgPR7;920.0
1LIn0D8bjDFA1dG5MCcElC;920.0
0DXBJHeunC7uA3u9zMGBuT;842.0
2iY1WjJmL6pBgiplYgRoc4;979.0
1dTHlA_An6PxQYUpyKQhAq;995.0
3cmBhCP7L6hhxxQsn26B__;995.0
0eT7AIJFD3CRdDbqhxHHtA;993.0
1DEw1U_Kn4aBKkc1fioW1y;993.0
0vbtjsIDn8ifiIdB3ntWSC;995.0
19NcL$WEr42OO0CjGvX$xl;2660.0
0Bc$E7Jg15AhnDFpVehQkW;1023.0
3vRatxhDn7$uMPlGvnM_lS;820.0
2N$_FD0HD0B9hM2KOItqZ$;995.0
1HZZxpl4n4IenTTWlV2KeR;995.0
3$bx6jXED0iuZb1g5Goy86;966.0
1jfQ98Opz0Uwo6fS1msiMr;995.0
0o6ehiPCP3oA2xuMW0W9$V;995.0
3QhZL2Kh92j8RzgyqkG8OR;995.0
2QSihDiFnF4uRQy0ysEJuP;983.0
2fxXYFNK5Dvv7zGVcRM7aX;960.0
35xQe01Yj8PeUAbdI4iPTa;1062.0
2xZDRHtcvAm8Zl6nNddjBp;1052.0
0wZaLmdbL0EwwTJy2vF6R9;995.0
1nP_45Ya19$w_ukCDWsJxX;995.0
1k1qYpzVvFJh$nU929bRUZ;953.0
2NMhu8KP18xhVKUmsieZHi;853.0
1A4yNZEO12gfl9ppL6xbTz;995.0
2Oreab2XP3kPpGnQY$0DIH;995.0
1CJEKys_DD0ANRrMAjtg1m;995.0
1g01zngif9fxTewK9p4zZS;995.0
1$ed1wqpP1IvX9oqLxX3rF;1000.0
18NBIu91H699fD1bDOAiL$;995.0
3ZKDLzIBHBNBwkOljT2u9U;995.0
0cUWTA17T2VfmH_R4ipATA;995.0
1ttd$tFj92axLS84r__Hzo;995.0
3E$AZhLDrA6P0FoHUV8T6l;957.0
2OJM5kfrf3PP8hnGBON0Ok;878.0
2Ndklz2_fF8ht4JPym9DLn;878.0
3PAm0sHvz8TACKDt81YsrI;995.0
0SEktWEDnC0uf4WZMRO2pn;885.0
3t22wEd359hArYq0_H_ZLy;885.0
3rIdmbeMj2l8XPNreAMp$h;885.0
1uSdTmghvBvQK3eVKmLxMk;885.0
2GZNDZz7HFdPh_okBcIMNp;995.0
0v4yRLntvCmwTfceJim$mN;990.0
3sXB9hGmz5fQcj1cTvdozn;995.0
0idWBofTD1W9slZe19gXb4;995.0
3cLYGXocfFuel33wdWZ_SV;995.0
1PBUicdI93lRSxEizho2i_;842.0
1SUK$YT$b5kvKddJS2xKPA;1095.0
206ka4nwz7AgJh_QQfayAV;1000.0
3WkvL7upDDGwlT6yBA1GUP;995.0
3Mcdx4ENT0vRuOl4XDeijo;1620.0
3wp91SiPL9GRNCfFq7e3J3;995.0
0$cnFZ1Ez22eTXo7hO7NXC;842.0
0I9dUiDCb78AD6kHOABLCb;995.0
0WFOKce4b9DxWnCq4VkOQJ;842.0
0X_ld8QSj5oxzG4gBo8WWo;994.0
1AyST$SsP7sfX8J_M2_fDA;994.0
3PSgmCxWD9jQDI8hmIwxpk;839.0
36sSyrMjnCuO66Mpg_HXQI;981.0
06vZWiQgfD1Ak64_RoPLcx;995.0
2mwQl$_W5DtxCxAHi8lyuj;995.0
0gIclTZ1X9owokLlzEjjXS;910.0
3WqjHcmbjEWvVDu2Y1KQf_;995.0
2U9CMQKjPEDxdIE9H_RVSf;995.0
3VDKXo6Nf6$xMhI5fHjVc$;865.0
01pVUKrcXCp9xlu6NZJr44;885.0
2SrLUMC05AZvQb_dVnZDTV;994.0
2robh4hlHAHA_N2u0F_afe;826.0
2DpYkgHkT2khFh3SAhWfYc;830.0
0zoQkI3ErCjRBSey2lNiMm;851.0
3M6TOtl69Diu$XghrY6NUR;854.0
1AkQV3$tLBbvSl65ldPlIg;854.0
2e$YkNnen9nuajiS5ja85Y;867.0
14ehuHLy912e2d0q4zattI;867.0
0gK0o5_6T83OFlZ2OkdOO_;1275.0
2A4Vhh0CnCgP0UtkUcu_T7;877.0
2ww8vyWw51C904CEd$BiBZ;995.0
1TtlpHnUb0MxQlyS6uoFt_;995.0
2UiBhVIP5EERSDKFvmfrZu;854.0
2SsjYwcor96glnCzsSt4GT;854.0
2ZWo7F7fvBngbKe62ML9P1;987.0
1MzOKr7aTCv8UAER6AWzmJ;1165.0
1r8ia325f6OubcykGqBSWb;997.0
1MoViIFlLCmxVZdtW9YI4G;1081.0
0mwUfXrwf5G9Np9Yyutt6H;1081.0
3uCu_qRu9BZOO3Ta746j0O;950.0
2KEV41eIrDYhbhRdZn60kA;1165.0
37Wv$R7qfBxgEVotxhSaWm;1750.0
0nhcRz8wD5NfHNUHy9DxYw;1457.0
35ZJgyxiX4Oe_oeig67I_J;1150.0
2ibu4Njwb1qfW1YjxEb4dL;1479.0
2xB05t1tL1RuI8BlCwI5UO;2070.0
0l7U60lXr0fQ45uhnjD2AQ;1379.0
0kx9vQxDD8kAh730mjwB7U;850.0
1iyQJ7wxb4V8lRw$fcELiI;1300.0
1UuQvGyb171fuFf4yl2vTH;1400.0
0lIlZWfmDFgRiPv_wfQLjW;1890.0
1Y7mjA9cn0nfi9Zl9DiVPC;1165.0
0Gf4jtP1zEWh1hETt3Dn$M;1130.0
3NQgSwvVb4oARX9zy6g8Hc;960.0
2KrSTCW4T9bPdTGa4$pPHB;960.0
30JJTJcTb8LBWxEIX742f8;1500.0
3KDy3SQXfCAe46WOz$9eUp;960.0
1obNhI4qjE4Aim7Uh4gkum;7020.0
352B9IPFr7gQkdkI3krd0Q;1309.0
1$Lhpz2WPDMumdQOIOQiPk;1120.0
1veJ6yhkP5uR5IGLpPR7z0;1410.0
3YjQVwj3DAtfohUKQVZTEZ;1157.0
1j2OqQnzHB0wcCjmFg_C8t;2915.0
0btYeVsyn6Yx3bA1iiwdNV;1165.0
2Kr$3LQMrCWOLyXa294mh6;1150.0
2o0LjYm39CUuBxjv9CzKxa;960.0
2J3v_vTzr6XO0c978VYq66;1000.0
2QPpIM_758YujdPb9QKX5c;1000.0
3IN1AVWrjChgzhkfyrACzQ;1309.0
1EQACTaVbAn8RiE5opO5TB;1000.0
3WQJt3WbbBWPGKXZTw$fIx;1610.0
28n3k6qAT56hWQcHgwL3Ts;1165.0
1zhT1l5qf2huAp3rgaTJt9;1165.0
3jspPsvRn7TPiiaijHCs9q;1579.0
2t_C0TtjP5vAEHjv9pOLOK;1000.0
2Tta9naZX9sf9YHNGxZ5Dd;1100.0
3ezJnkn3r3kPbn1Q0mRGU0;960.0
1axUDxc$vF9vdaEE9JvrCN;960.0
1qvw1yqGT3OvVOfum85Nb6;1165.0
3W$pnVZ9j7g8M9I03tTMRE;960.0
3zOqM8gxD0KPaugo8jdpYu;960.0
0BgyAq51rCUA86rH$ZZ68u;1165.0
1BJAWNsWHAOQ2CwXaT6Zwg;1977.0
0p_trD35nF4h8ozXf0k1$k;1165.0
1iLReHqU1BU91NxZNzveAF;4780.0
0zvReRMXX7TxaWOM9A$bGT;2503.0
3bZGL$RyX8lhdhzPT157nf;960.0
1bIdDMqc9CifhLUuij5nyS;1040.0
11250p6VXBvxJaBz2bTpgw;1000.0
2eybre$3L28vU51tYSNvYB;1372.0
1O9YLzZhr8hBPzXCZjEVCp;2204.0
1Vqq_IwNXEFhBixba5shqQ;1090.0
3OuKoZ5Qb2hfFPXGdEs0xi;945.0
01iNwPOMDBARUM4P_YzXw2;960.0
2CbzqHpSv8w81ccDlqtQTE;978.0
3luogSSL1EHRjJo0LrYDit;848.0
09xQn3yWT4A9wr_SU9bFm8;1891.0
1eWY0TJtn7qP5UCZln831h;960.0
0rz$6aKenA8wwygmulOMRP;1165.0
27ft7Cz8nD3OyMKLUA$75v;1055.0
3BaVV4BfH4bQlXqNj2PRGT;960.0
1BqwVdgfrARAHG8TvPhO7r;1165.0
0LpR47_PD89vmk93IYM9nD;1165.0
2lfOsfz4vDeRK$R_Edw_1Q;1165.0
2Io5TTHdLAQABP_DwqrQCV;1165.0
1t9ymRU$D14Ab_vPAWzb8X;1165.0
0gZfRTyzH3Zuea0LUYt2aA;1165.0
289IS4K3bEq9$oA3aKPPQx;960.0
1w3Qr0EB95VfHpRfk8oADe;960.0
3W0g$Xagz8Z8J0ryiFd_DH;937.0
0kYvjRK99BVxBBRsQbMD_I;1165.0
1hHqe6JLnCqgCOFUEP29Nw;1165.0
2SzaJyRELATfG5uaZq3d$9;1165.0
2__zxKFJz1_uF9RWOB2k2Y;1165.0
3mpOmos7L7Jg1hv0aFj17B;1165.0
2mjehKnDj3jvUJyzjq90WC;1165.0
3v9npIIWP3VvTayoTCDKpg;1165.0
2cE0juF7n0YgDQdP1S2EDb;960.0
0chqG53IvD5xppQOkMPle1;960.0
0YM8ys8BL4dfdrlYtqXXVm;960.0
1qC6CIk99B_9CV7WIqccK_;960.0
3nnE5ADZ596AIzV24QwtcQ;960.0
3DUH4xwiX3QeB8d9erxdS5;960.0
21ABJBG2r3benuKOyv78FP;1310.0
2kVrwkgabAru5TZFJ32rNN;3070.0
3WXAIjBXzBJBnTk$a41UMm;1212.0
3l005aYkrELxNERAqexwvD;1375.0
11EpNX_tX2gAD_ZqiprvIf;1197.0
2q1zVr6KjA5RLuyfOoXQ6C;1197.0
3IKC0Z0oXFLAaWBLpCDjtS;1127.0
1b0AlOEfD34ARTCbOVBBlx;1000.0
1HOmnTzJf7bhfk6Y9MrlHi;1821.0
2P0t4H9e97xuqSE3K7hgv4;1369.0
1j7Rng2Gv2xe66PP8Qny9O;1043.0
1XfYGyOSrAxvxnmal7txyg;2150.0
2HyljCMYb7nQ1ZltKrh3qa;1600.0
1DgGjGrdD12PKoQOVMX5rV;3060.0
2x1$CEGo1BPAsgynJGzPzl;1680.0
3Lk2$imNj1BOuthMm_S6Ku;1902.0
2px$Flw61D3w0tljr7d6ef;960.0
0LsayeiTH75uNdA96JoqHN;900.0
271M6XzPH9EehAewIFUI6u;3000.0
3lufx3kw1DTOwYUvVRRcfS;1447.0
1wk6YNK7X8xRzV8EgMFGDm;960.0
1QBM76iYvFzfjZxj2sOEHL;960.0
1XDqJhH_DDOwH9ub145MYz;960.0
2Ot3vBBjTD8xdvApZqS8FV;960.0
3DGml6DUT1JwFEpYPxOwiW;1400.0
2D1HQG0HbBUwt1KJwfA$aK;1370.0
0pbqEW8Cf2OuPR$qFzCG6P;1202.0
1uC4PcVmbF2Quz996MpLrU;5518.0
2P9oMShZf7lAM2LhG$g8A$;2492.0
1ySC6IqUT0Cv4wRam7Gt5u;2962.0
3lZarVZUjAMeRGddQtodFR;3992.0
2cVp3bLoD3h8u4CnC8ybTe;960.0
3EXhH8Nb9DXfyvpUxCyc1i;1072.0
36hbDaqIv54exIRuM1Tnly;2340.0
1EuLyW0qrDjgCKJPId$Cqn;4852.0
1BoDxxiEnEseCgeN9pnA1P;940.0
2RJ9DAAM53Hf2glb$vA6XU;940.0
3otZ2Gyo11txibcdPiam44;1180.0
0TrGtl0C5EpObrhYptH_my;1150.0
0gBpGQKB58fBxRp3Tc4NX6;3465.0
0tiz0zyNT3sg$HSCrJVweQ;1552.0
2ODvXLcirFCg6x0N1VDt49;3414.0
39eFete5XB0AOdmNgrt_0p;1440.0
0WqvN1L0907BsqhPyvbgc4;3120.0
2ZEjX$vu12Vxw8BJ7d7SDd;1450.0
3COf_5Gmr9su58Is1lrqKy;1750.0
2EW9ToD9j0OBnd0$OIa136;860.0
08KWZvkJ50zxN$jTcXPRf7;960.0
0rOem5CwzCcwd9NgzfXQdQ;1920.0
1ScnvDv_n2WP3yB6PLzNoL;1306.0
24ois2eNn6AvCwNi9ib$LS;960.0
0u$YX9M3b4Qgs_lAeOZtzM;1020.0
2Auhq4GYr94vy2D9jclaoA;1290.0
3khJbiKlr2yhCfqdah8XOc;3450.0
1pfGVe0_P6WeW$KuXW73$w;1530.0
2Uh19rF1fDMv69hRFzDwJY;1753.0
2WF9JELWPBF8t0Dq$jbx75;1610.0
0diQuY09XFFOHsQDZ5OK5f;1770.0
0_02kmSBH32Qs6stEqpZcH;1900.0
2QFNHg9af15xaU1gHgH6gS;1530.0
02UZNxaf1B8wlOG7gZFXze;1200.0
0Kr8FTq_P9_wQdiG9N_WPj;1960.0
3QZTjAVBv8kA98BI8Z15wm;1600.0
0qNSMhcZn6ZOMtD_s4vEjz;1652.0
1lODQNzhXBE8nPZ61SQKld;860.0
35BsprSPb8n9JgEclU7xpL;974.0
0LbPiiq1f6PhXUyg$KHTwt;1500.0
2Y5XgFha50dvOAM2dHdpai;960.0
2$S8yXKIH0rfpZ_EzenIBD;4608.0
3$J6M$FnH57RRtKhkePA9d;1000.0
2EtDePmSX6NvWyi1edBXZh;1752.0
1_motDeY1DE9lHKSB9ZBcu;1140.0
1BnkcG17P8ROvwlBO1jYcR;1150.0
0A98oQgc13LAvJ5B5S7nCg;2070.0
2fbfbc_zP6LQ50ARUpAWvY;2070.0
32weIqlO97N9QFq6N1GPoR;3700.0
22imRlCNTAmwD2oL4wBs82;820.0
12KJo_gE92YfjAxDZOxeNL;1710.0
20JcixhpvCZ9vlj1GnQ$gm;1680.0
0l2m2zmc19r93MLiATaBeR;1450.0
2WuqPTdlD5FxjBs$hRXi9U;4817.0
3dfeyAJX54XQIKr97YkeGG;921.0
0LJZW83_H05hcl_U7_1Ba2;2995.0
0YWO18biL25BBBCnOaDl69;1760.0
11CfU63Tn2JfBYhCBhHyXu;1440.0
0TrOuXgtr7L8gW84GwXi$X;1535.0
11_fdXJvDFPeTbFFaUkzFu;2205.0
0$v9NdokrE$xYW4u41Log2;1680.0
1o4e$lKWz3CvvJb2GuQP6_;3420.0
2xmLr3XLD7D9LcWUKmGTvs;4785.0
0Dou2k$Mf7w9citRKPIniA;1240.0
2PMQWDEKDBSQE$YmoaR2U_;1760.0
1Z4S40tA58CBfqEnpRWzbx;1197.0
1q_4pp5iD43efFg3ba$HzC;2000.0
2hwnPaD8X1Dv4QgYbfadHo;1600.0
2aAA8EEtTFHehhnKqz7MXr;3885.0
0Vk9F_ooz3Pha8CC5Qt0qu;940.0
2yWkIYe_D6Vf8Q95w1Mk_5;1240.0
1$kPF_tSP6IPJGyLlw81Px;1890.0
0zcsGT8hr8n8pX6XQMdCAL;1000.0
0OPEDKrar27O7Du54WpX0b;3930.0
28NLzXPEXAUv3on4OHWf0w;4134.0
1P8Nm38ZX19RsY7HsWUAiV;1610.0
14Zltx_dj3TBls6QFHL_K4;1150.0
0AmSmXCILFEOP_ptpHfbzc;1513.0
3zj3A5ApfEa8bb6wmCJ65L;1750.0
0m0rvnCJn5zgi0Usv8sHWb;1020.0
3xu0sshQLEpwZh5Bcdt9KF;1610.0
0tqdGyXvv2sQRu_k9YsPjk;2050.0
00Pr_a3Q19Q9Wpze_tMfUz;3100.0
21rrwjVcLFAQkXDv6pkIyT;1700.0
2Bng0MpzDCcfxYxdsTXUVu;3110.0
1kW1Nd8IPA29imzbQQDB3n;1475.0
2LpZzZUmL96g2RzjgWHkBG;4022.0
32oqrJlEX9dfwk9xK1Dln7;1261.0
32ez$aLJf6EvfbFDTYS$gY;1360.0
0aoatFE8fDqg7I7lDHMoxd;1601.0
0MmuxqZ1XF8hczu6GzsD7a;3179.0
3L2Ab4z7vD9uppzhzZ0H2W;1277.0
1s7yLojQL57uDS1BqoJv7E;3790.0
0aQgHUqCTC98kUapkGPnD4;1495.0
3UrHdQHRj2Jfjy9cJkISy7;1168.0
2dBAix2ff9keWU2BDo6SNU;1200.0
0IG9AY5XT7Hf2U13ttucFl;1680.0
21X7WzbpjE0Q0fOxbj8u4q;4942.0
2A4AzB0JP1P86HYSxNL_s8;1752.0
0ABQTIXQ5CzOXZM4OesIwO;1119.0
3TikRoEOTAzRZgoTZQSGsJ;2022.0
36cy_ycxvDeBFl$UKFYUVv;1025.0
2_KVl09MnBC9u5lwl1o18t;1449.0
3IhdVULVH0p9YUBH2$jftp;2237.0
00r3oum6f7HvJgGArrKZvW;3385.0
3PMtvHbSrA3vcvQDhp$BE4;1071.0
3dcMyZSrj8KOXHLUFl6lQM;1752.0
3tz_qLy2bBKQQm5HS3vt3l;1740.0
2HQvye7fn4ig9B2$zq0Lxe;1680.0
0PiDnoWlP5WwgBDUmUFF8s;1170.0
2_X0mq44nEBukjG8n594IT;1680.0
1HDQ9Q6yX3av5YuYY2Yp8p;1034.0
3djujqforCL9g70EG1Gt6z;2618.0
0GTaQ9P9zD$eIRMFAwnnLK;960.0
3ZczeodkTEnQ8edjMDvCsH;960.0
3Fj28zTRL2UhMvCkZOLnfZ;1971.0
2NTYHMHh5ARBTkG5VOxIS_;940.0
3mc0FKgCH94gbjyeu_QV6g;2239.0
1x1HiYyjX7rgQaxs98Txba;2548.0
2YpmF3w_fAfQZD3gVs3zrR;3307.0
3YbI23BITDHQZcXsQwjdlX;1470.0
0fo44MpFD2BeDUXvyfiadd;1286.0
30Tswq9Kj5y9SVqzSuIQ0z;2239.0
2ZGIf$dxz6thLDoRl$y19e;3307.0
0znxj1$U53VRvxCqYH6_co;1000.0
2oXi8XZJ97Dx1dTLGfC4Y_;3685.0
0FroRrIpj2sBx4FurNFtM7;2950.0
3YTfHdtWj5Oxud7uM_9dvZ;1212.0
3qbfEp$XTDJAkBPdrGWHaT;1272.0
3qV4OxlWDA7xL4n5WOC3xE;1120.0
24Cb6hO5zFj8Awe047bxNQ;1000.0
0Y2jxD2ozAQhME1mQux3qh;940.0
3x4zOzpdXAfvwlzy7QBXcU;940.0
04W3Q2X11Agw1rM77mOFPl;3412.0
1BueoLG1X4rOlMQEd4UTJB;3083.0
2XWmVFCrH2G9p_iC4usQcU;2680.0
3Zwz0ZIlP3xgZvUn7a_UR2;1120.0
3l2zvme5zAr98AReOaq7Qg;2362.0
0LBPpqD1n7sB3pyXbjvCwF;2482.0
0nSTsJkv15TgIsVzLmqtRH;3558.0
3CBquWh6L0OvySUfCuvgkP;1450.0
2uq2aXMYv2XvvxjZ50DWn$;2486.0
0SCODn_PT7t92WtXK0TEwA;1120.0
0N7wz74prB0hB5Y0l8W5df;1370.0
0garrvrQHDRh6XacFG4o4f;1000.0
2TLZylxJD4su7$FgY0VV2d;860.0
1J1VIucMb9BwSOCi4RJM5D;940.0
3TWkG9z3f4Jv05rupAayI$;1000.0
2S4FSbNoX05PAlurFNDWJ_;1000.0
2KlHqAdZT2wwhkNaibEHM6;860.0
3pbAjPa2PBRgEhJzv4M6l9;940.0
1ynu4VCIn64A91m8c7r_O9;940.0
2$nEzimyzDXhslH6LuYdXx;860.0
2pc_u0ASP6dw0YRQWTtYVb;860.0
0xvleaNOj9$Pk8rHx$ByuK;860.0
0KI$vKynX0Vhv6o2y0CzwC;860.0
3KbstM0G10PwaMxCculqy6;1000.0
2PIHSLdEP0Vx0SoyCosFR9;860.0
3LlkzRDU1DKAYqVQsH0RE7;1000.0
1F9pldd6T25wr_uxlfIJro;1000.0
27eVrfNbr97uUNhKLEdeos;1770.0
28OtswgIn3qQR_Tu69ho$K;3316.0
3y0qsSbzPAKRIj6eU2_b5g;3620.0
3QuqIIyjPArAPMpbxk4tXa;860.0
0L51zBPhL4NvEDDsPTVBkp;860.0
0uKvIj_kH5hwna6fMTNJ$G;1000.0
1kLm0WT5z2PBPOSvh$A5BB;1000.0
30zHxaPnzArh8ECpAXKhCH;823.0
3Je43pIYH80vhrbeMjmp8q;1000.0
1x7G_om9v2x8ITE3bKrA2J;940.0
3VRUl5mKv07wcmeTG1q65M;860.0
3ss6d_vLr5cBeg4GuC4MZP;940.0
0s99vN3n14NgAjnHppLNTs;860.0
1MLr8_K6vCx8xlDQyScMxR;1000.0
3wn91Fynb6Eee51KGrlOhe;940.0
2lcghZqNDAag1AxHejTRUi;940.0
14Izs61if1ZgSal1HobtbS;940.0
1C_i2VLL96FungTpoF2w$M;1000.0
2U06R$Uyb9ogmWDluj6LK8;940.0
0AtyaQLDD35Bd25PaduV6A;1000.0
1b7LjpBhj6oe3EOG8w4QUa;1000.0
0g2701MjL079DMC1p3UvEU;940.0
