GUID;ExtrusionY (mm)
0rBmC3_aT3_PwqQny0WTIw;6056.0
1hPzWMO$z5SfOGFgrU2kSS;3070.0
3XaxF7wHP2qB8h1VIiAygM;4400.0
1B_6Fa6r15lgRMr0DO5e8M;6412.0
2X0nvMuWHFZPI43CJY$2FF;3055.0
21KYKnXGP7v8l2APbfGp$v;7878.0
0L3trPYO11nw26tTwaVeDM;3015.0
28e2$hT1X3VghnnFo9JoUl;3305.0
27xdB2Fk1EdOgTA4fgObUn;3015.0
0Q98_ngGb6heKha2upygi8;3305.0
0ftaS3Wpr9VPe$vIkAlRJ9;6056.0
3Xaf7UDvTBeviR9$eEnQrw;4196.0
2IhYFGjJf69eiRdpMJjM2u;4396.0
0MfCmNgozBcOVVC8_JMnXD;5760.0
2Z7I3cgv1CJf4iyN5Pcb$8;3357.0
0dn9UAalLAQeWai0taI3Ow;4383.0
1gD4NjNfj6kPIa0qtVq1kL;-2950.0
0XPBiJv5L33A6V2RCOjXEk;5756.0
2$ywGTM_TFZ9x40LkrDR88;3176.0
0I$X$X$I95fRGujl954IV$;3176.0
3mxqvClW97IR2CPWxorVDr;3475.0
3U8FMq1_PC_8va5APJsbBI;3005.0
3cFAk_1iD7l8idn0Xtwh9e;4306.0
2d58Iya$f0SOxYb1ZKw_0C;4296.0
3_sT6rYJDBVAjQc9HAhrTI;4905.0
13UY16_v90IgucDTdMj0rr;5331.0
0Fq0M0jF5EIwozA5XDm8FF;5331.0
2adK6M_d99FxP3DJovVPJz;-3247.0
3V56nKKdPFDguvAfgph5sa;4383.0
3rvuwwQpHBtO6g0rcK37PP;4396.0
3glh$QUCLEyu3hJYZ6Ppil;3173.0
3evG_JFsf4yRFrLR$4Q1xa;3270.0
2J1mSkkw94z9cOAHXMDrI6;4905.0
3JK6rJg$9D7gJoILgSR_X9;3070.0
2M9U0nzOn1Tvk9aEDHv6$_;11516.0
1gVw_2wZLEMPa0ftKCl5mN;5326.0
2v6ZK89uvDwuZwwFqxrT9a;3070.0
3CpZQSrwn6cBEDO4njLnBH;5756.0
2ZoY198FT1WAFDct$4isI1;5796.0
1fL9MWTfP3Jh3myC0jRPU5;3070.0
27UcaayZT8Qv4hkF5cOu6o;4905.0
1ngzdqp_j2dvGpr8_6BQC_;4196.0
0zvRD0nevAxhT5Ar84z_NK;4718.0
2LXH7w1KbFf8$qF9IkGFAA;4151.0
3cifiQsEX6n9ULvNF6GoMj;7878.0
2ILSrzMZHBRAzTHXzLbyKX;3305.0
3pveQ725z5QRxKRM4ADnKa;-3161.0
0ZujOX_Yj0wuqaGEATIWZd;4100.0
1jLmYLFcH6jRKhdLzmqNhn;-4545.0
3kyb$Or815ZBK6z1O$w4F$;-5943.0
1oyzrV7snEDvCDj6bekaZs;8340.0
1Y0HdeSFbDBBmR_1i02fE4;8220.0
3RVH2VZnr17BvrypayGzHv;11656.0
00fhfHq_9BSB$UtIgC31Us;-3346.0
3ikq3GsvbDku0BM4HoEQGb;3360.0
1wB40Jgv57JA2BvE3Mf19O;6201.0
13Kh_KTvb779PtCkg06rQ7;3880.0
3QPW86kzL0zQ6fmsi2V_L8;5971.0
34HPPBXE10tBwwgBL4Wig6;3191.0
3LSbsfWzHEyhfaqDluyCBD;-3119.0
397p4kBFvAOfR7qIgags6r;4227.0
09c_kGmYn0Mfpf5RWyy2rj;-4227.0
3J57Collb56QGtSSA$E618;3614.0
0umsiveY16lfS5tmtdF2mA;4506.0
2n2yzqcE14BgxqIiGeZIzH;4221.0
3cRODF1GHB19E8HMk8QxR3;4211.0
0c_saD_zr0Z8Lg193cfJ8L;-3367.0
1MUB0G6_n4CPcJfEOj4PFi;4166.0
0ZcadzfCzAO8bnL$qCXpU1;3305.0
3aPERHg75F6ReLsGWUTN9d;3070.0
2T$FRf8_HBJwNgO7BjJXcs;3135.0
3ltiZkLvTFhwaWzdDDRdcV;3070.0
2FeU7eKXTFYOZOvv3Arp5$;3816.0
2KFBHGzyTEI9WPQHnRm$qb;3816.0
1iD6yNvwj9xwV9$_uHw4Q$;3817.0
2w9_s1eWH9JQHmRKE0V7ko;6056.0
2oJhHRiSP1vfvt5OkZML5l;3203.0
0dpFfkAPjDQQa6e2pTSoVy;4905.0
1zCmUaDrj4EQ4m_T83x2H7;6350.0
2Idw4Ql8fD9BZKz67dDRNi;-3280.0
1RpJ2Kr2r5ng2Jbm7FWqmz;3070.0
3hEKL86erBt9mhztlERnl6;4749.0
1RAS0K2Zj5cOSQrtVXcNjJ;3297.0
1mjqLSkAP10OjoMmabnvZC;3297.0
33C60VPajE09BrJ2vtdhZG;11486.0
2pxu195S9668LuEiIhK9DD;3880.0
0QFNW3bjr8YAQqLo9kYuwO;4157.0
20CAaGAaHCuv4xe$5JvRR3;6350.0
1LcgqypFj3pxE0tMQylM$n;5846.0
12$IPrwg10UeT_L8xe4BIc;4720.0
1L2C47feX8iO560YASOUnF;5576.0
0eTU0Dq1j5iR2WFx86BqQe;3609.0
3lP5tVVhD6O9vCvoI0H3x4;3297.0
0G7HoWGSf6dwx3zAtLZAwd;4905.0
0U6Etbc9D3$BkkQNMnoQJQ;4870.0
0kzZvw3QvFGBQw1LtTSccp;6350.0
2yZ3qEN4L9VxiN0hOBZV0n;4201.0
20zYbdFxn3MAOlHPddcDjW;4221.0
0oiY2ZwJf9yggHmAvPYjA5;11333.0
0HQNYIL9f6$ezxSiywxbHk;5856.0
3hCdzH7p914vRZA3kAXp35;3305.0
3ek9zkAjbC4h1v3TwhE$8B;11512.0
2$FTRWZI18KvbOb9NVTXRj;3280.0
1fx3$boCr9uQGtTyIwQSCe;3070.0
2KYHKb7RXBfxXYr3MknhwP;11506.0
3NL8u3tVj1lfvUUzat3QFJ;3280.0
14bDtn_er6jQEAZkIouVW3;3280.0
0qVijJv5X95A8GeQcR84X3;3460.0
016lGlSfH2J8HP0c_8fbBI;3280.0
1BnXuvHEL1Re5AjDoAyP1R;5948.0
3ffOyvXSrCfw7D1bHlcj4A;3542.0
0pTMEFLc1C0u8g$$Ofwot4;5678.0
3$5UYXT2r479jhTeH4kjVo;3070.0
0YeW2$17nBhxirC6yAOTeM;3805.0
25jnVR3HTAExh7VFKXTz8V;5576.0
17ZXMQlwzD3OONf4XuGCUv;3070.0
3df_duL2v2gflS3qh6Bakw;-6340.0
0zfzjncjD2yxEWk0_4Z3dN;6350.0
3_8CD0$OLFlguV16FcuMap;6091.0
0q$00rGUD7BvCQGMuCAskm;3070.0
2PppeIKs55V835_mY0BF97;4905.0
3arZ_Qzf9C8QQmrwmSCJjU;-3013.0
3DLYoqzK54LB_AYBugKfOV;3013.0
0WDPwm1EvBrfIIj904E_cP;-3270.0
3$7ynsszb4chAMI7tQHWe1;-6000.0
23HYTyxnf27fVXheQiJUG_;5386.0
0Hu8FG3nb89P902sREZR1c;-3545.0
3dsqfcatfF0Ae8mw6Gr8$Y;-3614.0
2$CazrY65EreCoyXhRY6Me;-3805.0
3d5MGlKpDAnRNnicBTPueL;4905.0
2g_T4WJnvAsQYW5IZTQ6tS;3271.0
2pbeoEkCrDrOLYeM$5HWk1;3070.0
2hCmwx0Hf1e8BqFE9MQbfI;4495.0
2xtGM9nyP9Dx_H2kYcDur9;4725.0
1Tg890rgX8PBHtZv6uk3_3;3305.0
1LwbUb82n0bA8M7hSnQipc;4416.0
0x78xqhoH3EO9$VY3ZzWLJ;4416.0
0D0o2ZsxzFshKqP8FtuJdv;3070.0
2jwi7xhtb2rRPtsY3Uap_5;3460.0
2g7J_UYpjAmfOrMYiwrZZU;3135.0
1h$0Fev_117Qz0bSH_P_Ck;3135.0
0eYuqHCMb2AOraxZQ6s0TE;4291.0
3d9S6OkLH1RelsD19YELFd;2990.0
3mpy5woH96sgd_AONWuXdF;4389.0
2DBCQ7K1XDZ92ahNQzMuP3;-4558.0
3VbCw1XtHBNe3bKy5GjVdu;10918.0
1L_udEqZz31RwA7qqirgeW;4087.0
1Wfro6Py19bRTBOWedhto2;-5568.0
0pZhKHx6L2Kufc50GUMd18;3295.0
2UiszRJVH0MRUVvKVsXWXh;3215.0
22Dno7ke53cRVhS8uYToTW;4442.0
1f20l7FZv3w9F7KPzZQgle;6002.0
0YyOYedYz8_erBtCy_FedQ;4094.0
0ApTdIIfL4kBjpVnoURONs;3070.0
1wofEneIzBvwBsVizZvCt1;6002.0
3QcbZy2hXCIx7Up6zA8d5S;6056.0
07aSF9O19CS9YjuKrXcR2t;6006.0
1GWRw$Jp90JgBgIOpbeNjb;6006.0
38EafTt9LAZA3ZxrGKapLl;4407.0
1KBbjlBs5DIQZYSFQ6XOTG;11736.0
2Yhbtd2yv5hRE3JeeGKUp8;6056.0
24kvz9hrTCYhfyR4$da2_P;3070.0
12pGYYqI59OBAQRNmAbFgf;7416.0
3hxKY1BXfENvxZ_LR6s5E6;11656.0
1R7V65evfABgPcLNRYl4$7;5968.0
3k$Vj587H15PNQKFBKgOcl;5946.0
3XSJv8KGr3$wNtoNdwI9nO;2988.0
2fInIj3TD7oOcMFLr$pnXP;3070.0
3v3qHQXUjCnPk2VwWN3HIj;3070.0
0OFF6ZBSPEfwS$kSKaA6Ov;4506.0
2O3PEUclf2wRO53VDWY2Co;4850.0
10WRHEFhb1JRDeiU_XGgvG;6196.0
0bxgv1iB9FCgE2f2QLvpp9;4506.0
3g7exrsL99OPPC3wowi5ZM;-2938.0
3aw10Xiq19ku4tvYaDVtyn;-4145.0
0Ag3FQUVTFqwRjf0A5XPtm;3976.0
3uuv8kOon3HBMao9MnuCrH;-4650.0
1MYeI$8Uz4K9ePGYFGf22b;4650.0
3cmA7jQ$j1ufDB3TZMgds3;6560.0
2MwTP3elzDmxJuiEnROzzN;6056.0
1qYQYN$qv0twf5sEuxDg7u;6560.0
3C$e46Gjz9lf42VT7R1Cbg;-11636.0
0xo4dYtvn7UBTYHiaNk$Yj;11616.0
2tP2_VUBXDdfQTWIs49tte;4650.0
3Lls6P0oD93uLe4DnxYwJq;6303.0
1oy0cLSFPAYQOxZdTYmvIy;4581.0
215jp2EQzA_hXc58e_Aoot;5386.0
1fBwRZ$gn7nveleXBv_w72;4723.0
00xDwwfbHCJA3oe$Mfp_RN;3000.0
1pzN9UGLj2EOTw9Zt6huaL;3070.0
026hQjN$vBxBb7jsQ$pOrJ;4196.0
2PfkLq0wL7nhOHEPPL7JKl;-3043.0
0UJhgLjVP3kuO9tqXJguy1;4106.0
0L1J7smQH24Rkr_jqp$Q$j;3366.0
0WRK4vJ09F6uJEP7HeoBTS;7129.0
0kRiBCLXX6aPNWKUGD9IbQ;8110.0
2WGhK4v3X8jwy6YJLi$y8b;4311.0
0yrP6dxIH18Az77trp5lYg;3000.0
2Q$nAUMO90S8R_nC0CA7GT;5956.0
14N3xTxKT1PxxIo9qtqHsz;5956.0
0eju7JZaDDFA4UNtjByDfJ;3070.0
2OHMXkvq9DRQ1M6r4$_M$V;4349.0
3ltcNNnOj1UAMil6bqMAbX;6475.0
0sGUDmRuf0eQfC85hw5Zmp;5866.0
2NawgHS6r7sgPNO$XdDX$g;11506.0
3SscM85VvCWAFj6zjHlXcI;4221.0
0xP4arMDz5_8OJeINrIyvs;3070.0
1nXT$Fwh1CYODbNFVWp6Rw;-3200.0
0Ay7DTzI5AWRe22S96bieX;5876.0
0dwlUqt4r4oPVznmIRjfAG;4875.0
3LmusuM5nD0h7zJu8p$m5W;5170.0
0AeU32zCX00wYH$bTZl1Q6;5752.0
3I$DzzkKz0FwK4HTituplh;6083.0
0UFX6hYYLAZvyQDmHACth_;6252.0
3iWtjDlgfDcurhxaY$kmKd;3302.0
0KkIH81YTCIg$16HRNOlJu;3305.0
1oU_Vaykf9z9lB775pqAtw;12168.0
1gmTFq6HvBWRryae6CkRgj;-12168.0
3TfPnAzR5BAeNG79YRQVwN;5756.0
1vuPguUA9EwupwDj2bayt6;5218.0
2wEJsvjpj5EvJG9I128mPw;6056.0
2Ee_WunwPBUhXwydKSQyZG;3878.0
096Vqhjij2xfHuCgun32Dd;4411.0
0uzop1z0f5FutcgSP79Hwa;2985.0
117firucnCofUWnEnkh5DG;3018.0
3Q_j1q33X8mgQYwkU1YfRy;4714.0
0PnoAOkv9DTOn1e0T4PLEx;4415.0
1Y9qmiWHf2MBGPnd4ztCvR;6090.0
3IoKPvuHL9rwScXpSrWqAs;6056.0
0NnIUbiT17QxoAmejZGYem;5756.0
2XEZu_76T40RnQmbKEpDu2;9410.0
0CS1r0SbX6JO1HzBg81XAQ;4196.0
0g_t0sdcn0dPlZhE4l9UKM;6126.0
0dGvAIAJv9gAOge9c5nlOg;5558.0
0TWYKNPPL10R4d1gGs$yET;5558.0
1nzsiswLr2hhmHNodvLOj0;5506.0
0pnZH4OZv7LeKNKUa8qy4K;7950.0
1JFUq7r8v6geZ5aT929sj2;5736.0
26O8$dnrDBueX1ziRx8ynA;3035.0
18yY15fGr5rPLP_ZHxMHXc;3018.0
2Pkf6RJDX7fuFKmchowky3;-3946.0
0VToVTGHLACAkdTHGQbWvi;5549.0
2x9ajJjoP2tPIUcnK0IbX8;11616.0
0zkw7h9KX5TBaqIgb8Dx22;3116.0
0RMJ2OXvP0dOU5INoll7J3;11486.0
3tY0W3T7j2rRho56RSVn22;3070.0
2z4PFYG1z96fCFGpR1R0OK;4161.0
3MvM6IXxD6IBUMih__I9va;4094.0
1Fu6ORFP14$wL5pTZV2Vnu;3205.0
2pE5KVB$L1I9505gFhCdFo;4048.0
1ruZlSlgX5ZubfN9GqHjxB;3283.0
1nP8gCii9CfxY_8wJfkvXS;11616.0
0R9jarxh15sBdH4Ms31VSX;5381.0
1SSoy$MArFO9qNEFr0AYzN;4100.0
3EO9Rj_4r4Ne8Pu$eMrq9b;4100.0
1k1CPZmSH5OQ8KZOTkIwIf;5503.0
3kRXLqNdfDpxPAp$mfH90W;-5503.0
3wW3NfBtj2Ah0hFnMGWvD7;-3018.0
34VLIoYuPCNxHUiPBGSqZ2;2990.0
0CpY1i3h1FExQh1olauuVK;5760.0
2GJh4WNzbEZABljc9SAi9C;5760.0
3PPp3tE5b2DBBRtfcjFI3w;5763.0
0R237oY1HFcfUtCI6fQ1_$;4719.0
2$p95K_FzDov3q3IZ8Gm1v;4586.0
1IKfekh2LAQBNwbowLyhRe;3225.0
0lZrXvRdD0kPrdk7HBDtHe;3225.0
06SdV5OUjDnwiQWRKGiE$x;5170.0
1dOWtBdIz6$ONhLOMS6LKb;5170.0
2_mUI8JDX5vPrKBycEk7$S;3305.0
1$JmcIcQH04hKHlerAD6e0;11596.0
2a$eZ8dCLCHgge1JtckLRE;4650.0
3tCZSkLjz9ifNgyyeL1GsJ;3305.0
3vf3DkJ4nAvx1y4cI3jXEd;5852.0
3BuoprZFLDhPUR4d0_mD_C;5552.0
3p2Dt5pUrBLwPjulLLtVzm;6252.0
1JhnfjwXbEXf_PRZy6$9vZ;4107.0
09rcJ$CHz9_BSkzq_wAFTH;3072.0
2Pv_k1ugTAjBo3gSQe4Kzn;5752.0
3uTdVfa4DAk9tsA8beTHIz;4107.0
0eXeQ1F1XBWwLc5pE3sqn4;4381.0
2_PqarfEz23fvorHkVrmZD;11596.0
2ZrVaiu3z9EeYRtFyq_WFP;3305.0
1vyT6oJpX2XhkYM0qhDnKY;11746.0
0dUBH$k3T5DAdtFUtqRFho;5752.0
1qilW9M2f7nezoqJG7mnRD;4107.0
3nY1aHfOj2IAQ3xQBkpSFb;3400.0
0WH7SUBR92Y94lSEacQuVe;3400.0
0m2xaMAEj4IeRn1NVZ_dfR;8928.0
0m94slS7v5qv8mdPA$VGsZ;5170.0
1K2bG3iYL9_AsRVMBBvStI;5752.0
3deGFgi9v14v7d9EUNclSX;4192.0
29X$7$8QPA$P40L9KnrjM5;11512.0
3rcE0HPrfDgRd71JOJ3Hpv;-11626.0
1ZjZwSaP9FcRuhIHFc9yId;-11636.0
1KoEHsxsX1A8iRwqXJZCgV;5821.0
1hVl9inRL5MwX7LjrshbHH;4373.0
0ukse2mz92cQGWFrwS8P_x;-3001.0
2F1ZatpZ58_ulzo2goajKy;4018.0
0lDpEYYzDBJu8kGkLpcymH;4047.0
1Fnyvhi8D0teHB45MtO3Lz;5846.0
3P46jKc3bBdeTvVsp9aKEa;-6083.0
1MVYlyalDFRfal9D3$Ip8Z;6583.0
3g_rNyadn3WBpyclI$SAby;-6583.0
0sZ8LH5FXFxeKbHRhENKYo;6360.0
0armr5WtL74ORg_fJLHteN;5650.0
00uTQbiP9DHOXKGy_nbnqH;4506.0
0sYem7mYbDsOjvDk8d__gM;4506.0
2A3aGeQmHByxN89IuxBFAn;4723.0
3F59Huxm9DW9UWuJb0Sz3j;6560.0
0cYaibjrz9BAW_wd4iTedt;3070.0
1ZHp2PtLbDVv4_vg1AOcC5;6468.0
3GHohCcJX3UfiBUUUATawc;4406.0
1RnrXukt50t9tIp8trqmMm;5856.0
3pKvqZ6vf4Cx$SvMUtFRN_;5964.0
13UOvTRNjBBf04FyDOguB1;4406.0
1lilOr8yfEKe2S4Pw1gCKc;4905.0
0zJloMT_fAffg9ylOz7aEe;5856.0
1Of39bOdf2FhLvgO7Ldj5X;4905.0
1Y26SVmcb2bPayENd513Q_;4306.0
2N4SZO8H56VhEUIJFQxMao;4306.0
2gNaz4xMLAev1d64_1ArWp;11506.0
3KNUYN$2r1Qw5DG6GKXgNu;-4166.0
0j4sM5a0r92hnevXQM0LMn;-3601.0
0R0JKkfKvE_unE55wlADNV;4166.0
3hi1otha94BAwWVfDN3_nH;4166.0
2VsTArQPn9ce1mGG2HoC5C;-4166.0
22hWTWh7fDHQUKgbS8m$gg;-3601.0
0rMXSynt99J8cLknYDMHFj;3601.0
2kISZhfcL4aeZ3KBMiVzSJ;-4166.0
07keUbt1L1tuj6G54sUum4;4166.0
0wohLcwbDByRRN5vxuWKMj;3057.0
1P3RfYWT9Adf7HsNiI$pPg;4575.0
1wmaXXigL7yvDCq37KF7tI;5846.0
1nfpRaBYj8Yvof4rpzsnHM;5846.0
38JU6kaufDyekGwLIf5$9Z;11520.0
39yOL23h57ZRDrJ$keCE__;11512.0
33WxnBUW9C9enpmCyIv4oJ;11512.0
2FMamycUD4Oxtvn7FSCe95;4560.0
2IPTNdn4vFwus_2IPRr9jN;4556.0
3aSTKHq_f0q9FMb1$x3rVv;3070.0
0geIypgmb4JgLaDQK0$clH;4560.0
2VSTMsdwnFU8RYYnix1hE3;4560.0
2LprYxPgfBdOMWrZ1UIe8j;3070.0
284L822ZvFWvZ3CEGHhcR2;11506.0
2h$rCdWmb2FQS3mKtPWFNm;4560.0
02mUS$gnD07QC0bPiua4WP;4905.0
18eg8zNAf5$R$CdNRIZC7R;4306.0
2zz89AZIfD_ACihpLFnAl_;4406.0
3A_C3TczP3tfey2gumf0gP;5956.0
0zrgjsr4T0Rh75tZhThQRT;5488.0
1TlotYaOnECPDlLfsGWzvH;3070.0
16pVm0MK98TfIk3X5JywmL;5768.0
3rAE_QrfLAEx_D5dEd9SzU;11639.0
05ar7DAPD56gul4DBflaPM;3305.0
0Ceo6azmPBPgxiIZYRcQKf;3305.0
1FbrNdauf0nwhXq4IdCDj$;5549.0
14YdXqMl5C5Bz29YZVQrxH;-3018.0
2GxvpqRHL4$eeGSU9AFGU4;-3018.0
25qiMiLzz1Sv8kY6q9g7N5;3018.0
